P;PID;FLC;FLC3
-0.0114186;3.77052e-006;-1.52401e-005;5.62295e-007
-0.0115101;3.6773e-006;-9.66652e-006;3.68865e-007
-0.0115769;3.5863e-006;-4.37495e-006;1.86767e-007
-0.0116193;3.49745e-006;6.11041e-007;1.62171e-008
-0.011638;3.4107e-006;5.27186e-006;-1.42646e-007
-0.0116333;3.326e-006;9.59167e-006;-2.89757e-007
-0.011606;3.24329e-006;1.35583e-005;-4.2512e-007
-0.0115565;3.16253e-006;1.71631e-005;-5.48802e-007
-0.0114855;3.08366e-006;2.04008e-005;-6.60931e-007
-0.0113936;3.00664e-006;2.32695e-005;-7.61688e-007
-0.0112816;2.93144e-006;2.57702e-005;-8.51303e-007
-0.01115;2.85802e-006;2.79068e-005;-9.30054e-007
-0.0109997;2.78633e-006;2.96858e-005;-9.98257e-007
-0.0108314;2.71634e-006;3.1116e-005;-1.05626e-006
-0.0106458;2.64801e-006;3.22086e-005;-1.10446e-006
-0.0104436;2.58131e-006;3.29766e-005;-1.14326e-006
-0.0102258;2.51622e-006;3.40094e-005;-1.17309e-006
-0.00999309;2.45269e-006;3.83374e-005;-1.19441e-006
-0.00974626;2.39069e-006;4.21151e-005;-1.17624e-006
-0.00948615;2.3302e-006;4.5341e-005;-1.10808e-006
-0.00921358;2.27119e-006;4.7985e-005;-1.03756e-006
-0.00892939;2.21362e-006;5.00226e-005;-9.65443e-007
-0.0086344;2.15747e-006;5.14349e-005;-8.92676e-007
-0.00832946;2.1027e-006;5.22093e-005;-8.20083e-007
-0.00801539;2.0493e-006;5.23396e-005;-7.48384e-007
-0.00769302;1.99723e-006;4.80449e-005;-6.78198e-007
-0.0073632;1.94647e-006;3.99785e-005;-6.10047e-007
-0.00702674;1.89698e-006;3.16018e-005;-5.44368e-007
-0.00668446;1.84875e-006;2.30725e-005;-5.5721e-007
-0.00633716;1.80173e-006;1.46169e-005;-5.85328e-007
-0.00598566;1.75591e-006;1.17484e-005;-6.09685e-007
-0.00563074;1.71126e-006;8.95049e-006;-6.30485e-007
-0.00527317;1.66776e-006;6.26223e-006;-6.47914e-007
-0.00491373;1.62537e-006;3.69775e-006;-6.62137e-007
-0.00455316;1.58407e-006;1.2693e-006;-6.73309e-007
-0.00419219;1.54383e-006;-1.01272e-006;-6.81568e-007
-0.00383155;1.50463e-006;-3.13976e-006;-6.87046e-007
-0.00347193;1.46645e-006;-5.10502e-006;-6.89866e-007
-0.00311402;1.42925e-006;-6.9034e-006;-6.90142e-007
-0.00275847;1.39302e-006;-8.53143e-006;-6.55639e-007
-0.00240594;1.35772e-006;-9.98723e-006;-6.16258e-007
-0.00205704;1.32334e-006;-1.12704e-005;-5.76199e-007
-0.00171236;1.28985e-006;-1.23818e-005;-5.35708e-007
-0.00137249;1.25723e-006;-1.33239e-005;-4.95036e-007
-0.00103798;1.22545e-006;-1.40999e-005;-4.54422e-007
-0.000709357;1.19449e-006;-1.47146e-005;-4.14085e-007
-0.000387128;1.16433e-006;-1.52499e-005;-3.7423e-007
-7.17743e-005;1.13495e-006;-1.65219e-005;-3.35042e-007
0.000236249;1.10633e-006;-1.76018e-005;-2.96693e-007
0.00053651;1.07844e-006;-1.84915e-005;-2.59335e-007
0.000828604;1.05127e-006;-1.91866e-005;-2.23108e-007
0.00111215;1.0248e-006;-1.9685e-005;-1.88132e-007
0.0013868;9.99007e-007;-1.99861e-005;-1.54514e-007
0.00165221;9.73872e-007;-2.00911e-005;-1.22348e-007
0.0019081;9.49378e-007;-2.00033e-005;-9.17087e-008
0.00215418;9.25508e-007;-1.97273e-005;-6.26618e-008
0.00239019;9.02244e-007;-1.77794e-005;-3.52573e-008
0.00261593;8.7957e-007;-1.56705e-005;-9.53354e-009
0.00283118;8.57471e-007;-1.34733e-005;1.44834e-008
0.00303578;8.3593e-007;-1.12315e-005;3.67784e-008
0.00322956;8.14932e-007;-8.98639e-006;5.7347e-008
0.00341242;7.94464e-007;-7.16284e-006;7.61945e-008
0.00358425;7.7451e-007;-6.04533e-006;9.33353e-008
0.00374497;7.55057e-007;-4.94632e-006;1.08792e-007
0.00389453;7.36092e-007;-3.87891e-006;1.22596e-007
0.00403291;7.17602e-007;-2.84948e-006;1.34783e-007
0.00416009;6.99574e-007;-1.8637e-006;1.45399e-007
0.00427609;6.81997e-007;-9.26559e-007;1.54492e-007
0.00438095;6.64858e-007;-4.23171e-008;1.62116e-007
0.00447473;6.48147e-007;7.85444e-007;1.68332e-007
0.0045575;6.31853e-007;1.55382e-006;1.732e-007
0.00462937;6.15965e-007;2.26056e-006;1.76787e-007
0.00469044;6.00472e-007;2.90405e-006;1.79161e-007
0.00474086;5.85365e-007;3.48327e-006;1.80391e-007
0.00478079;5.70635e-007;3.99776e-006;1.80551e-007
0.00481038;5.56271e-007;4.44763e-006;1.79711e-007
0.00482983;5.42265e-007;4.83347e-006;1.77946e-007
0.00483934;5.28608e-007;5.15635e-006;1.79925e-007
0.00483912;5.15291e-007;5.41775e-006;1.85463e-007
0.00482941;5.02306e-007;5.61957e-006;1.91099e-007
0.00481046;4.89645e-007;5.76404e-006;1.96579e-007
0.00478251;4.773e-007;5.85368e-006;2.01757e-007
0.00474583;4.65263e-007;6.60024e-006;2.06427e-007
0.00470071;4.53527e-007;7.27959e-006;2.10408e-007
0.00464743;4.42084e-007;7.86291e-006;2.13605e-007
0.00458629;4.30928e-007;8.34503e-006;2.15962e-007
0.0045176;4.20051e-007;8.72146e-006;1.8841e-007
0.00444167;4.09446e-007;8.98872e-006;1.61472e-007
0.00435882;3.99108e-007;9.14437e-006;1.35912e-007
0.00426937;3.89029e-007;9.18712e-006;1.12329e-007
0.00417367;3.79203e-007;8.66912e-006;9.15027e-008
0.00407204;3.69625e-007;7.26498e-006;7.4376e-008
0.00396483;3.60287e-007;5.80433e-006;6.48167e-008
0.00385237;3.51184e-007;4.30965e-006;5.55209e-008
0.00373502;3.42311e-007;2.82125e-006;4.65627e-008
0.00361312;3.33662e-007;2.1483e-006;3.79678e-008
0.00348701;3.25231e-007;1.65521e-006;2.97582e-008
0.00335705;3.17012e-007;1.17948e-006;2.19523e-008
0.00322358;3.09002e-007;7.25084e-007;1.45649e-008
0.00308694;3.01193e-007;2.94238e-007;7.60764e-009
0.00294748;2.93583e-007;-1.11177e-007;1.08906e-009
0.00280554;2.86164e-007;-4.89602e-007;-4.9854e-009
0.00266145;2.78934e-007;-8.39786e-007;-1.06131e-008
0.00251556;2.71886e-007;-1.16078e-006;-1.57939e-008
0.00236818;2.65017e-007;-1.45194e-006;-2.05303e-008
0.00221965;2.58322e-007;-1.71287e-006;-2.4827e-008
0.00207028;2.51796e-007;-1.94346e-006;-2.86905e-008
0.00192039;2.45436e-007;-2.14385e-006;-3.21298e-008
0.00177028;2.39236e-007;-2.31439e-006;-3.5155e-008
0.00162025;2.33194e-007;-2.45565e-006;-3.77782e-008
0.00147059;2.27305e-007;-2.5684e-006;-4.00126e-008
0.0013216;2.21564e-007;-2.65359e-006;-4.18728e-008
0.00117354;2.15969e-007;-2.86755e-006;-4.33743e-008
0.00102668;2.10516e-007;-3.06295e-006;-4.45337e-008
0.000881293;2.05201e-007;-3.22496e-006;-4.53681e-008
0.000737617;2.0002e-007;-3.3529e-006;-4.49146e-008
0.000595898;1.9497e-007;-3.44631e-006;-4.23309e-008
0.000456366;1.90048e-007;-3.50505e-006;-3.96553e-008
0.000319245;1.8525e-007;-3.52929e-006;-3.69164e-008
0.000184747;1.80574e-007;-3.51952e-006;-3.41501e-008
5.30719e-005;1.76016e-007;-3.47654e-006;-3.13882e-008
-7.55872e-005;1.71572e-007;-3.18399e-006;-2.86585e-008
-0.00020105;1.67241e-007;-2.81647e-006;-2.59846e-008
-0.000323145;1.63019e-007;-2.43284e-006;-2.33868e-008
-0.000441713;1.58904e-007;-2.04006e-006;-2.08818e-008
-0.000556604;1.54893e-007;-1.6455e-006;-2.11032e-008
-0.000667681;1.50982e-007;-1.29208e-006;-2.21834e-008
-0.000774816;1.4717e-007;-1.09562e-006;-2.31199e-008
-0.000877892;1.43455e-007;-9.01889e-007;-2.39206e-008
