Plaus_1; Plaus_2; Plaus_3; Belief_1; Belief_2; Belief_3
0.000183349; 7.06589e-005; -0.000609698; 8.74928e-006; 0.000194988; -0.000129999; 
0.000185455; 1.8384e-005; -0.000647788; 7.74326e-006; 0.000203879; -0.000127042; 
0.00018503; -3.15584e-005; -0.000675485; 6.72228e-006; 0.000210437; -0.000123716; 
0.00018221; -7.84357e-005; -0.000682735; 5.70032e-006; 0.000217681; -0.000120062; 
0.000177156; -0.000121599; -0.000679618; 4.69032e-006; 0.000223919; -0.000116125; 
0.000170049; -0.000160497; -0.000667488; 3.70403e-006; 0.000227808; -0.000111944; 
0.000161086; -0.000194676; -0.000647024; 2.75202e-006; 0.000229415; -0.000107557; 
0.000150482; -0.00022379; -0.00061899; 1.8436e-006; 0.000228813; -0.000103002; 
0.000138458; -0.000247594; -0.000584206; 9.86789e-007; 0.000226095; -9.83116e-005; 
0.000125243; -0.000265947; -0.000543538; 1.88352e-007; 0.000221368; -9.35193e-005; 
0.00011107; -0.000278809; -0.000497877; -5.46229e-007; 0.000214753; -8.86552e-005; 
9.61739e-005; -0.000286237; -0.000448147; -1.2127e-006; 0.000206387; -8.37932e-005; 
7.67584e-005; -0.000288286; -0.000395257; -1.80801e-006; 0.000196419; -7.90092e-005; 
5.66444e-005; -0.000285279; -0.000340085; -2.33024e-006; 0.000185003; -7.42247e-005; 
3.67589e-005; -0.000277527; -0.000283512; -2.77856e-006; 0.000172298; -6.94618e-005; 
1.74235e-005; -0.000265403; -0.000231875; -3.15314e-006; 0.000158474; -6.47406e-005; 
-1.05893e-006; -0.000249337; -0.000185228; -3.45505e-006; 0.000143703; -6.00791e-005; 
-1.84183e-005; -0.000229805; -0.000138829; -3.68625e-006; 0.000126511; -5.54942e-005; 
-3.44209e-005; -0.000207318; -9.32299e-005; -3.84939e-006; 0.000107695; -5.10007e-005; 
-4.88693e-005; -0.000182412; -4.88837e-005; -3.94782e-006; 8.86156e-005; -4.66121e-005; 
-6.16049e-005; -0.000155642; -6.2101e-006; -3.98543e-006; 6.94783e-005; -4.23405e-005; 
-7.25081e-005; -0.000127556; 3.44192e-005; -3.96658e-006; 5.04922e-005; -3.81965e-005; 
-8.14982e-005; -9.87023e-005; 7.2665e-005; -3.89603e-006; 3.1855e-005; -3.41892e-005; 
-8.85325e-005; -6.97817e-005; 0.00010823; -3.7788e-006; 1.37516e-005; -3.03265e-005; 
-9.36049e-005; -4.1142e-005; 0.00014086; -3.62012e-006; -3.6495e-006; -2.66151e-005; 
-9.67433e-005; -1.32528e-005; 0.000170347; -3.42534e-006; -2.0194e-005; -2.30605e-005; 
-9.80081e-005; 1.34489e-005; 0.000196523; -3.19985e-006; -3.5744e-005; -1.9667e-005; 
-9.74883e-005; 3.85695e-005; 0.00021927; -2.94901e-006; -5.01783e-005; -1.64378e-005; 
-9.52987e-005; 6.17612e-005; 0.000238507; -2.67808e-006; -6.33939e-005; -1.33754e-005; 
-9.15763e-005; 8.27261e-005; 0.0002542; -2.39217e-006; -7.53054e-005; -1.04811e-005; 
-8.67114e-005; 0.000101219; 0.000266352; -2.09618e-006; -8.58457e-005; -7.75542e-006; 
-8.10563e-005; 0.000117051; 0.000280093; -1.79474e-006; -9.49655e-005; -5.19806e-006; 
-7.42827e-005; 0.000130085; 0.00029041; -1.49221e-006; -0.000102633; -2.80802e-006; 
-6.65726e-005; 0.000140241; 0.000297095; -1.1926e-006; -0.000108834; -5.83606e-007; 
-5.81061e-005; 0.000147492; 0.000300193; -8.99566e-007; -0.00011357; 1.47754e-006; 
-4.90674e-005; 0.000151859; 0.000299789; -6.16417e-007; -0.000115499; 3.37832e-006; 
-3.96412e-005; 0.000153446; 0.000296001; -3.46054e-007; -0.000115488; 5.12212e-006; 
-3.00096e-005; 0.000152338; 0.000288985; -9.09937e-008; -0.00011424; 6.71276e-006; 
-2.03486e-005; 0.000148686; 0.000278924; 1.46643e-007; -0.000111838; 8.15449e-006; 
-1.28866e-005; 0.000142683; 0.000266034; 3.65124e-007; -0.000108384; 9.45192e-006; 
-5.65954e-006; 0.000134548; 0.000250561; 5.631e-007; -0.000103982; 1.061e-005; 
1.34383e-006; 0.000124527; 0.000232757; 7.39591e-007; -9.87397e-005; 1.16338e-005; 
8.03951e-006; 0.000112886; 0.000212898; 8.6507e-007; -9.27679e-005; 1.25287e-005; 
1.43523e-005; 9.99061e-005; 0.000191276; 9.45006e-007; -8.61776e-005; 1.33005e-005; 
2.02151e-005; 8.58762e-005; 0.00016556; 1.01381e-006; -7.90804e-005; 1.39546e-005; 
2.55693e-005; 7.10872e-005; 0.000136117; 1.0714e-006; -7.15845e-005; 1.4497e-005; 
3.03657e-005; 5.58293e-005; 0.000106113; 1.11801e-006; -6.3796e-005; 1.49336e-005; 
3.45641e-005; 4.03058e-005; 7.59439e-005; 1.15394e-006; -5.58175e-005; 1.52703e-005; 
3.79664e-005; 2.48585e-005; 4.60252e-005; 1.17957e-006; -4.77474e-005; 1.5513e-005; 
4.04608e-005; 9.76569e-006; 1.67532e-005; 1.19528e-006; -4.07915e-005; 1.56676e-005; 
4.23015e-005; -4.73177e-006; -1.15047e-005; 1.20155e-006; -3.39493e-005; 1.574e-005; 
4.3495e-005; -1.84155e-005; -3.84091e-005; 1.19887e-006; -2.71852e-005; 1.5736e-005; 
4.40588e-005; -3.10919e-005; -6.36524e-005; 1.18777e-006; -2.05564e-005; 1.56614e-005; 
4.40182e-005; -4.25941e-005; -8.69623e-005; 1.16881e-006; -1.41151e-005; 1.55216e-005; 
4.34047e-005; -5.27839e-005; -0.000108104; 1.14258e-006; -7.90846e-006; 1.53223e-005; 
4.22557e-005; -6.15528e-005; -0.000126884; 1.10966e-006; -1.97928e-006; 1.50688e-005; 
4.06139e-005; -6.88218e-005; -0.000143145; 1.07069e-006; 3.63492e-006; 1.48448e-005; 
3.8526e-005; -7.45419e-005; -0.000156775; 1.02626e-006; 8.90136e-006; 1.60251e-005; 
3.60422e-005; -7.8693e-005; -0.0001677; 9.44779e-007; 1.37922e-005; 1.70346e-005; 
3.32153e-005; -8.1283e-005; -0.000175885; 8.57479e-007; 1.82845e-005; 1.78817e-005; 
3.00996e-005; -8.23311e-005; -0.000179627; 7.666e-007; 2.23602e-005; 1.85675e-005; 
2.67507e-005; -8.1905e-005; -0.00017962; 6.73549e-007; 2.6006e-005; 1.90939e-005; 
2.32242e-005; -8.00938e-005; -0.000177195; 5.79663e-007; 2.92132e-005; 1.9463e-005; 
1.87292e-005; -7.69986e-005; -0.000172509; 4.86186e-007; 3.19776e-005; 1.96781e-005; 
1.39464e-005; -7.2738e-005; -0.000165758; 3.94261e-007; 3.42991e-005; 1.97426e-005; 
9.21135e-006; -6.74442e-005; -0.000157154; 3.04923e-007; 3.61816e-005; 1.96609e-005; 
4.59897e-006; -6.12605e-005; -0.000146921; 2.19093e-007; 3.76328e-005; 1.9438e-005; 
1.82139e-007; -5.43385e-005; -0.000135293; 1.37578e-007; 3.87192e-005; 1.90793e-005; 
-3.97405e-006; -4.68347e-005; -0.000122509; 6.10652e-008; 4.0125e-005; 1.85909e-005; 
-7.81295e-006; -3.89072e-005; -0.000108812; -9.8726e-009; 4.10937e-005; 1.79795e-005; 
-1.12867e-005; -3.07136e-005; -9.44362e-005; -7.47791e-008; 4.16405e-005; 1.72525e-005; 
-1.43566e-005; -2.24416e-005; -7.96177e-005; -1.3331e-007; 4.17765e-005; 1.64108e-005; 
-1.69933e-005; -1.4222e-005; -6.51063e-005; -1.85228e-007; 4.15164e-005; 1.54513e-005; 
-1.91766e-005; -6.17555e-006; -5.28342e-005; -2.30399e-007; 4.0878e-005; 1.44018e-005; 
-2.08956e-005; 1.56885e-006; -4.05698e-005; -2.68785e-007; 3.98819e-005; 1.32714e-005; 
-2.21479e-005; 8.89453e-006; -2.84727e-005; -3.00436e-007; 3.85514e-005; 1.20695e-005; 
-2.29394e-005; 1.56977e-005; -1.66657e-005; -3.25486e-007; 3.69117e-005; 1.08059e-005; 
-2.32837e-005; 2.18889e-005; -5.26276e-006; -3.44139e-007; 3.49906e-005; 9.49046e-006; 
-2.32014e-005; 2.73933e-005; 5.63262e-006; -3.56669e-007; 3.28166e-005; 8.13308e-006; 
-2.27192e-005; 3.21517e-005; 1.59274e-005; -3.63401e-007; 3.04198e-005; 6.74386e-006; 
-2.18691e-005; 3.61209e-005; 2.55393e-005; -3.64714e-007; 2.78313e-005; 5.33278e-006; 
-2.07266e-005; 3.92729e-005; 3.43976e-005; -3.61021e-007; 2.50828e-005; 3.90979e-006; 
-1.94116e-005; 4.15954e-005; 4.24434e-005; -3.52771e-007; 2.17149e-005; 2.48473e-006; 
-1.78264e-005; 4.30906e-005; 4.96292e-005; -3.40432e-007; 1.82666e-005; 1.06722e-006; 
-1.60144e-005; 4.37815e-005; 5.59195e-005; -3.24491e-007; 1.47833e-005; -3.3335e-007; 
-1.40182e-005; 4.36945e-005; 6.12901e-005; -3.05439e-007; 1.13042e-005; -1.70789e-006; 
-1.18816e-005; 4.28663e-005; 6.5728e-005; -2.83772e-007; 7.8667e-006; -3.04767e-006; 
-9.64855e-006; 4.13485e-005; 6.92309e-005; -2.59978e-007; 4.50588e-006; -4.34436e-006; 
-7.36236e-006; 3.92016e-005; 7.26972e-005; -2.34533e-007; 1.25442e-006; -5.59008e-006; 
-5.06511e-006; 3.6494e-005; 7.57341e-005; -2.079e-007; -1.8578e-006; -6.77743e-006; 
-3.23607e-006; 3.33001e-005; 7.7807e-005; -1.80519e-007; -4.80375e-006; -7.4106e-006; 
-1.51474e-006; 2.96989e-005; 7.89301e-005; -1.52803e-007; -7.55947e-006; -7.69596e-006; 
1.56259e-007; 2.57723e-005; 7.91217e-005; -1.25141e-007; -1.01042e-005; -7.9246e-006; 
1.756e-006; 2.16037e-005; 7.84104e-005; -9.78869e-008; -1.24203e-005; -8.09845e-006; 
3.26642e-006; 1.72763e-005; 7.68338e-005; -7.13641e-008; -1.44937e-005; -8.22088e-006; 
4.67135e-006; 1.28576e-005; 7.4438e-005; -4.586e-008; -1.63133e-005; -8.29527e-006; 
5.95669e-006; 8.42844e-006; 7.12772e-005; -2.16267e-008; -1.78714e-005; -8.32495e-006; 
7.11048e-006; 4.07854e-006; 6.74126e-005; 1.11984e-009; -1.91636e-005; -8.31321e-006; 
8.12295e-006; -1.21639e-007; 6.29109e-005; 2.21997e-008; -2.01885e-005; -8.26328e-006; 
8.95681e-006; -4.10755e-006; 5.78437e-005; 4.14685e-008; -2.09195e-005; -8.17834e-006; 
9.56524e-006; -7.82159e-006; 5.22868e-005; 5.88164e-008; -2.1061e-005; -8.06146e-006; 
1.00183e-005; -1.12137e-005; 4.60852e-005; 7.4167e-008; -2.097e-005; -7.91565e-006; 
1.03172e-005; -1.42419e-005; 3.83969e-005; 8.45092e-008; -2.06585e-005; -7.74382e-006; 
1.04659e-005; -1.68725e-005; 3.05296e-005; 9.13456e-008; -2.01441e-005; -7.54878e-006; 
1.04703e-005; -1.90804e-005; 2.25809e-005; 9.71513e-008; -1.94453e-005; -7.33321e-006; 
1.03377e-005; -2.08491e-005; 1.46626e-005; 1.01927e-007; -1.85814e-005; -7.09972e-006; 
1.00768e-005; -2.21704e-005; 6.8811e-006; 1.05698e-007; -1.75723e-005; -6.85077e-006; 
9.69776e-006; -2.30441e-005; -6.63904e-007; 1.08497e-007; -1.64382e-005; -6.58872e-006; 
9.21149e-006; -2.34757e-005; -7.88006e-006; 1.10358e-007; -1.51994e-005; -6.31581e-006; 
8.62989e-006; -2.34783e-005; -1.46833e-005; 1.11324e-007; -1.38759e-005; -6.03417e-006; 
7.96543e-006; -2.30776e-005; -2.09987e-005; 1.11437e-007; -1.24874e-005; -5.74578e-006; 
7.23104e-006; -2.23008e-005; -2.67613e-005; 1.10747e-007; -1.10531e-005; -5.45252e-006; 
6.4399e-006; -2.11803e-005; -3.19161e-005; 1.09304e-007; -9.59129e-006; -5.1563e-006; 
5.60524e-006; -1.97528e-005; -3.64191e-005; 1.07162e-007; -8.18853e-006; -4.86722e-006; 
4.56492e-006; -1.80584e-005; -4.02365e-005; 1.04375e-007; -6.94032e-006; -4.57767e-006; 
3.42778e-006; -1.61398e-005; -4.33458e-005; 1.00999e-007; -5.69829e-006; -4.28903e-006; 
2.30048e-006; -1.40414e-005; -4.57347e-005; 9.7093e-008; -4.47475e-006; -4.00255e-006; 
1.20049e-006; -1.18082e-005; -4.71954e-005; 9.02706e-008; -3.27964e-006; -3.71936e-006; 
1.45325e-007; -9.48559e-006; -4.74055e-005; 8.24066e-008; -2.12212e-006; -3.44049e-006; 
-8.49357e-007; -7.12309e-006; -4.69684e-005; 7.41629e-008; -1.01049e-006; -3.16689e-006; 
-1.76987e-006; -4.76772e-006; -4.592e-005; 6.56659e-008; 4.78302e-008; -2.89939e-006; 
-2.60462e-006; -2.45002e-006; -4.43102e-005; 5.70419e-008; 1.04632e-006; -2.63875e-006; 
-3.3442e-006; -2.07824e-007; -4.21935e-005; 4.8409e-008; 1.97934e-006; -2.38563e-006; 
-3.9814e-006; 1.92445e-006; -3.96281e-005; 3.98763e-008; 2.84219e-006; -2.14063e-006; 
-4.51122e-006; 3.91598e-006; -3.6675e-005; 3.15433e-008; 3.63104e-006; -1.90423e-006; 
-4.93083e-006; 5.73992e-006; -3.33967e-005; 2.34991e-008; 4.34293e-006; -1.67687e-006; 
-5.23947e-006; 7.37361e-006; -2.98568e-005; 1.58223e-008; 4.97579e-006; -1.4589e-006; 
-5.43837e-006; 8.79882e-006; -2.61184e-005; 8.58072e-009; 5.52835e-006; -1.2506e-006; 
-5.53057e-006; 1.00018e-005; -2.22436e-005; 1.83148e-009; 6.00014e-006; -1.0522e-006; 
-5.5208e-006; 1.09732e-005; -1.8293e-005; -4.37902e-009; 6.39146e-006; -8.63839e-007; 
-5.41529e-006; 1.17082e-005; -1.49628e-005; -1.00148e-008; 6.70328e-006; -6.85632e-007; 
-5.22156e-006; 1.22062e-005; -1.17254e-005; -1.50501e-008; 6.93726e-006; -5.17624e-007; 
-4.95336e-006; 1.24717e-005; -8.51984e-006; -1.94686e-008; 7.16269e-006; -3.59811e-007; 
-4.64774e-006; 1.25132e-005; -5.38043e-006; -2.32632e-008; 7.38723e-006; -2.12145e-007; 
-4.27689e-006; 1.2339e-005; -2.33803e-006; -2.64352e-008; 7.53321e-006; -7.45371e-008; 
-3.85114e-006; 1.1963e-005; 5.79112e-007; -2.89938e-008; 7.60305e-006; 5.31434e-008; 
-3.3806e-006; 1.14019e-005; 3.3455e-006; -3.09553e-008; 7.59906e-006; 1.7106e-007; 
-2.87565e-006; 1.06745e-005; 5.93852e-006; -3.2342e-008; 7.52412e-006; 2.7941e-007; 
-2.34673e-006; 9.80152e-006; 8.33855e-006; -3.31823e-008; 7.3817e-006; 3.78417e-007; 
-1.80417e-006; 8.80531e-006; 1.0529e-005; -3.35088e-008; 7.17574e-006; 4.68332e-007; 
-1.258e-006; 7.70901e-006; 1.24965e-005; -3.33585e-008; 6.91063e-006; 5.49427e-007; 
-8.10172e-007; 6.53638e-006; 1.42306e-005; -3.27713e-008; 6.59116e-006; 6.21993e-007; 
-4.0025e-007; 5.31126e-006; 1.5724e-005; -3.17897e-008; 6.2224e-006; 6.86341e-007; 
-1.61851e-009; 4.05552e-006; 1.69724e-005; -3.04578e-008; 5.80973e-006; 7.42793e-007; 
3.80522e-007; 2.78754e-006; 1.79742e-005; -2.88207e-008; 5.3587e-006; 7.91683e-007; 
7.41837e-007; 1.53584e-006; 1.88456e-005; -2.6924e-008; 4.87502e-006; 8.33355e-007; 
1.07844e-006; 3.20987e-007; 1.97285e-005; -2.48128e-008; 4.32989e-006; 8.68159e-007; 
1.38692e-006; -8.38017e-007; 2.03557e-005; -2.25317e-008; 3.70874e-006; 8.9645e-007; 
1.66439e-006; -1.92409e-006; 2.07317e-005; -2.01236e-008; 3.0774e-006; 9.18588e-007; 
1.90848e-006; -2.92225e-006; 2.08604e-005; -1.76299e-008; 2.44251e-006; 9.34931e-007; 
2.11263e-006; -3.8198e-006; 2.07484e-005; -1.50898e-008; 1.81111e-006; 9.45838e-007; 
2.26092e-006; -4.60641e-006; 2.0405e-005; -1.25401e-008; 1.18983e-006; 9.51666e-007; 
2.37228e-006; -5.27416e-006; 1.98415e-005; -1.00146e-008; 5.84907e-007; 9.52766e-007; 
2.44693e-006; -5.81759e-006; 1.90716e-005; -7.5443e-009; 2.10126e-009; 9.49488e-007; 
2.48577e-006; -6.23365e-006; 1.81107e-005; -5.15702e-009; -5.53341e-007; 9.42172e-007; 
2.49014e-006; -6.52161e-006; 1.69762e-005; -2.87733e-009; -1.07671e-006; 9.31153e-007; 
2.46175e-006; -6.68289e-006; 1.56864e-005; -7.26486e-010; -1.56388e-006; 9.16757e-007; 
2.40267e-006; -6.71964e-006; 1.4261e-005; 1.27757e-009; -2.01128e-006; 8.99301e-007; 
2.31524e-006; -6.63912e-006; 1.27207e-005; 3.12021e-009; -2.41596e-006; 9.49366e-007; 
2.20206e-006; -6.44862e-006; 1.07744e-005; 4.79001e-009; -2.77556e-006; 1.0135e-006; 
2.06593e-006; -6.157e-006; 8.71358e-006; 6.27868e-009; -3.08833e-006; 1.06767e-006; 
1.9098e-006; -5.77442e-006; 6.62252e-006; 7.5809e-009; -3.35309e-006; 1.11205e-006; 
1.73675e-006; -5.31205e-006; 4.53013e-006; 8.29453e-009; -3.56925e-006; 1.14675e-006; 
1.54989e-006; -4.78189e-006; 2.4649e-006; 8.86287e-009; -3.73675e-006; 1.17189e-006; 
1.35238e-006; -4.1965e-006; 4.5375e-007; 9.33533e-009; -3.82508e-006; 1.18765e-006; 
1.11183e-006; -3.56873e-006; -1.4783e-006; 9.71375e-009; -3.83395e-006; 1.19423e-006; 
8.41496e-007; -2.91152e-006; -3.30836e-006; 1.00009e-008; -3.80128e-006; 1.19188e-006; 
5.73153e-007; -2.23785e-006; -5.0159e-006; 1.01999e-008; -3.72968e-006; 1.18089e-006; 
3.10865e-007; -1.56395e-006; -6.58291e-006; 1.03146e-008; -3.62243e-006; 1.16158e-006; 
5.88363e-008; -8.97403e-007; -7.99407e-006; 1.03488e-008; -3.48295e-006; 1.13431e-006; 
-1.79166e-007; -2.4927e-007; -9.23683e-006; 1.03071e-008; -3.31483e-006; 1.09947e-006; 
-3.9984e-007; 3.70318e-007; -1.03014e-005; 1.01939e-008; -3.1217e-006; 1.05751e-006; 
-6.0038e-007; 9.52233e-007; -1.1181e-005; 1.00143e-008; -2.90725e-006; 1.00886e-006; 
-7.78496e-007; 1.48845e-006; -1.18715e-005; 9.77325e-009; -2.67516e-006; 9.52575e-007; 
