P;PID;FLC;FLC3
-0.00343099;0.000250316;6.48739e-005;-2.60496e-005
-0.00158182;0.000243682;4.79317e-005;-2.64923e-005
0.00022664;0.000237204;3.12654e-005;-2.68142e-005
0.00199181;0.00023088;1.50284e-005;-2.70211e-005
0.00371124;0.000224706;-6.41705e-007;-2.71187e-005
0.00538265;0.000218679;-1.56229e-005;-2.71122e-005
0.00700389;0.000212797;-2.9809e-005;-2.70065e-005
0.00857298;0.000207056;-4.31089e-005;-2.68064e-005
0.0100881;0.000201454;-5.54393e-005;-2.65163e-005
0.0115474;0.000195988;-6.67252e-005;-2.61413e-005
0.0129496;0.000190656;-7.69015e-005;-2.56867e-005
0.0142931;0.000185454;-8.5913e-005;-2.51581e-005
0.0155767;0.00018038;-9.37151e-005;-2.45614e-005
0.0167993;0.000175431;-0.000100275;-2.39026e-005
0.01796;0.000170605;-0.00010557;-2.31877e-005
0.0190579;0.000165898;-0.00010959;-2.24228e-005
0.0200924;0.000161309;-0.000112336;-2.16142e-005
0.021063;0.000156835;-0.00011383;-2.07677e-005
0.0219692;0.000152473;-0.000114116;-1.98894e-005
0.0228109;0.00014822;-0.000113258;-1.89852e-005
0.0235878;0.000144074;-0.000111336;-1.80607e-005
0.0243;0.000140033;-0.000108446;-1.71213e-005
0.0249476;0.000136094;-0.000104686;-1.61724e-005
0.025531;0.000132254;-0.000100155;-1.5219e-005
0.0260504;0.000128511;-9.49521e-005;-1.42659e-005
0.0265063;0.000124863;-8.91743e-005;-1.33174e-005
0.0268994;0.000121308;-8.29174e-005;-1.2378e-005
0.0272305;0.000117842;-7.62741e-005;-1.14514e-005
0.0275002;0.000114464;-6.93341e-005;-1.05413e-005
0.0277095;0.000111172;-6.21831e-005;-9.65095e-006
0.0278595;0.000107963;-5.49025e-005;-8.78345e-006
0.0279513;0.000104835;-4.75691e-005;-7.94146e-006
0.027986;0.000101786;-4.02546e-005;-7.12739e-006
0.027965;9.88138e-005;-3.30256e-005;-6.34333e-006
0.0278896;9.59165e-005;-2.59429e-005;-5.59109e-006
0.0277612;9.30921e-005;-1.90619e-005;-4.87221e-006
0.0275814;9.03386e-005;-1.24321e-005;-4.18793e-006
0.0273517;8.76541e-005;-6.09741e-006;-3.53923e-006
0.0270738;8.50368e-005;-9.57786e-008;-2.92687e-006
0.0267493;8.2485e-005;5.54035e-006;-2.35131e-006
0.02638;7.99967e-005;1.07841e-005;-1.81284e-006
0.0259677;7.75705e-005;1.56141e-005;-1.31149e-006
0.0255141;7.52045e-005;2.00086e-005;-8.4711e-007
0.0250212;7.28973e-005;2.39461e-005;-4.19364e-007
0.0244909;7.06472e-005;2.74066e-005;-2.77345e-008
0.0239251;6.84528e-005;3.03724e-005;3.2845e-007
0.0233258;6.63126e-005;3.28281e-005;6.50008e-007
0.0226948;6.42251e-005;3.47621e-005;9.37885e-007
0.0220343;6.2189e-005;3.61662e-005;1.19306e-006
0.0213461;6.0203e-005;3.70368e-005;1.41652e-006
0.0206324;5.82658e-005;3.7378e-005;1.60925e-006
0.0198951;5.63761e-005;3.72081e-005;1.77226e-006
0.0191362;5.45327e-005;3.65587e-005;1.90653e-006
0.0183577;5.27345e-005;3.54721e-005;2.01306e-006
0.0175616;5.09803e-005;3.3997e-005;2.09285e-006
0.0167499;4.92689e-005;3.21815e-005;2.14689e-006
0.0159246;4.75994e-005;3.00731e-005;2.17636e-006
0.0150876;4.59707e-005;2.77181e-005;2.18279e-006
0.0142408;4.43817e-005;2.5161e-005;2.16794e-006
0.0133861;4.28316e-005;2.24452e-005;2.13373e-006
0.0125253;4.13193e-005;1.96116e-005;2.0822e-006
0.0116604;3.98439e-005;1.66992e-005;2.01532e-006
0.0107931;3.84046e-005;1.37447e-005;1.935e-006
0.00992518;3.70004e-005;1.07822e-005;1.84307e-006
0.00905832;3.56306e-005;7.84336e-006;1.74128e-006
0.00819422;3.42942e-005;4.95711e-006;1.63129e-006
0.00733451;3.29905e-005;2.14966e-006;1.51467e-006
0.00648077;3.17187e-005;-5.55505e-007;1.39289e-006
0.00563454;3.04781e-005;-3.13765e-006;1.26734e-006
0.0047973;2.92679e-005;-5.57877e-006;1.13931e-006
0.00397048;2.80873e-005;-7.86324e-006;1.01e-006
0.00315546;2.69357e-005;-9.97683e-006;8.80499e-007
0.00235355;2.58123e-005;-1.19068e-005;7.51831e-007
0.00156603;2.47166e-005;-1.36421e-005;6.24911e-007
0.000794089;2.36478e-005;-1.51734e-005;5.00568e-007
3.88798e-005;2.26053e-005;-1.64934e-005;3.79545e-007
-0.000698512;2.15885e-005;-1.75966e-005;2.62498e-007
-0.00141706;2.05967e-005;-1.84794e-005;1.50003e-007
-0.0021158;1.96294e-005;-1.91405e-005;4.25551e-008
-0.00279384;1.86859e-005;-1.95803e-005;-5.94243e-008
-0.00345033;1.77658e-005;-1.98033e-005;-1.55588e-007
-0.00408449;1.68683e-005;-1.98179e-005;-2.45655e-007
-0.0046956;1.59931e-005;-1.96357e-005;-3.29433e-007
-0.00528302;1.51395e-005;-1.92712e-005;-4.06821e-007
-0.00584616;1.4307e-005;-1.87413e-005;-4.77797e-007
-0.00638447;1.34951e-005;-1.80631e-005;-5.42412e-007
-0.0068975;1.27033e-005;-1.72539e-005;-6.0078e-007
-0.00738484;1.19311e-005;-1.63307e-005;-6.53066e-007
-0.00784614;1.11781e-005;-1.53106e-005;-6.9948e-007
-0.0082811;1.04437e-005;-1.42101e-005;-7.40267e-007
-0.00868951;9.72748e-006;-1.30451e-005;-7.75702e-007
-0.00907118;9.02904e-006;-1.18312e-005;-8.06085e-007
-0.009426;8.34792e-006;-1.05832e-005;-8.31702e-007
-0.00975392;7.68368e-006;-9.31497e-006;-8.52813e-007
-0.0100549;7.0359e-006;-8.03987e-006;-8.69654e-007
-0.0103291;6.40419e-006;-6.77016e-006;-8.82439e-007
-0.0105764;5.78813e-006;-5.51724e-006;-8.91367e-007
-0.0107972;5.18734e-006;-4.29152e-006;-8.9662e-007
-0.0109915;4.60144e-006;-3.10247e-006;-8.98371e-007
-0.0111596;4.03005e-006;-1.95851e-006;-8.96781e-007
-0.0113019;3.47281e-006;-8.67084e-007;-8.92007e-007
-0.0114186;2.92938e-006;1.65354e-007;-8.84195e-007
-0.0115101;2.3994e-006;1.13335e-006;-8.73499e-007
-0.0115769;1.88254e-006;2.0324e-006;-8.60085e-007
-0.0116193;1.37846e-006;2.85878e-006;-8.44129e-007
-0.011638;8.86862e-007;3.60871e-006;-8.25817e-007
-0.0116333;4.07417e-007;4.27851e-006;-8.05341e-007
-0.011606;-6.0175e-008;4.86476e-006;-7.82898e-007
-0.0115565;-5.1621e-007;5.36443e-006;-7.58686e-007
-0.0114855;-9.60976e-007;5.77499e-006;-7.32906e-007
-0.0113936;-1.39476e-006;6.09449e-006;-7.05757e-007
-0.0112816;-1.81782e-006;6.32169e-006;-6.77437e-007
-0.01115;-2.23045e-006;6.45608e-006;-6.48139e-007
-0.0109997;-2.63289e-006;6.49884e-006;-6.18054e-007
-0.0108314;-3.0254e-006;6.45362e-006;-5.87364e-007
-0.0106458;-3.40822e-006;6.32624e-006;-5.56248e-007
-0.0104436;-3.7816e-006;6.12438e-006;-5.24875e-007
-0.0102258;-4.14578e-006;5.85651e-006;-4.93408e-007
-0.00999309;-4.50098e-006;5.53098e-006;-4.62e-007
-0.00974626;-4.84742e-006;5.156e-006;-4.30796e-007
-0.00948615;-5.18532e-006;4.73956e-006;-3.9993e-007
-0.00921358;-5.51489e-006;4.2894e-006;-3.69529e-007
