P;PID;FLC;FLC3
0.00538265;5.08985e-005;-0.000603335;-4.11844e-005
0.00700389;4.94475e-005;-0.000636862;-3.85502e-005
0.00857298;4.80554e-005;-0.000663262;-3.58894e-005
0.0100881;4.67205e-005;-0.000682448;-3.32053e-005
0.0115474;4.54408e-005;-0.000694404;-3.05161e-005
0.0129496;4.4214e-005;-0.000699185;-2.78388e-005
0.0142931;4.30379e-005;-0.000696916;-2.51887e-005
0.0155767;4.19102e-005;-0.000687785;-2.25802e-005
0.0167993;4.08286e-005;-0.000672044;-2.00261e-005
0.01796;3.97906e-005;-0.000608584;-1.75381e-005
0.0190579;3.87937e-005;-0.000526404;-1.51265e-005
0.0200924;3.78357e-005;-0.00044149;-1.28005e-005
0.021063;3.69142e-005;-0.000355381;-1.05679e-005
0.0219692;3.60268e-005;-0.000269767;-8.43566e-006
0.0228109;3.51714e-005;-0.000216798;-6.4093e-006
0.0235878;3.43458e-005;-0.0001746;-4.49346e-006
0.0243;3.3548e-005;-0.000133678;-2.6917e-006
0.0249476;3.27759e-005;-9.43892e-005;-1.00665e-006
0.025531;3.20278e-005;-5.69647e-005;5.59994e-007
0.0260504;3.13019e-005;-2.16031e-005;2.00738e-006
0.0265063;3.05965e-005;1.15286e-005;3.33546e-006
0.0268994;2.99102e-005;4.22988e-005;4.54489e-006
0.0272305;2.92416e-005;7.0601e-005;5.63702e-006
0.0275002;2.85894e-005;9.63565e-005;6.61384e-006
0.0277095;2.79524e-005;0.000119514;7.47786e-006
0.0278595;2.73297e-005;0.000140048;8.23212e-006
0.0279513;2.67202e-005;0.000157958;8.88012e-006
0.027986;2.61231e-005;0.000173267;9.42571e-006
0.027965;2.55377e-005;0.000186017;9.87313e-006
0.0278896;2.49633e-005;0.000196273;1.02269e-005
0.0277612;2.43994e-005;0.000204113;1.04917e-005
0.0275814;2.38456e-005;0.000209634;1.06726e-005
0.0273517;2.33014e-005;0.000212945;1.07746e-005
0.0270738;2.27665e-005;0.000214169;1.08029e-005
0.0267493;2.22406e-005;0.00023763;1.07628e-005
0.02638;2.17235e-005;0.000257979;1.06596e-005
0.0259677;2.12151e-005;0.000274849;1.04986e-005
0.0255141;2.07152e-005;0.000288085;1.0285e-005
0.0250212;2.02239e-005;0.000297565;1.00241e-005
0.0244909;1.97409e-005;0.000303205;9.72095e-006
0.0239251;1.92663e-005;0.000304963;9.75398e-006
0.0233258;1.88001e-005;0.000302839;9.82492e-006
0.0226948;1.83424e-005;0.000283134;9.89551e-006
0.0220343;1.78931e-005;0.000229455;9.95648e-006
0.0213461;1.74522e-005;0.000174205;1.00007e-005
0.0206324;1.70199e-005;0.000118222;1.00231e-005
0.0198951;1.65961e-005;7.52324e-005;1.00205e-005
0.0191362;1.61809e-005;5.66794e-005;9.9913e-006
0.0183577;1.57744e-005;3.86878e-005;9.13542e-006
0.0175616;1.53765e-005;2.15882e-005;7.53827e-006
0.0167499;1.49872e-005;5.46781e-006;6.06042e-006
0.0159246;1.46066e-005;-9.59965e-006;4.73227e-006
0.0150876;1.42347e-005;-2.35554e-005;3.60601e-006
0.0142408;1.38715e-005;-3.63535e-005;2.93571e-006
0.0133861;1.35169e-005;-4.79609e-005;2.40109e-006
0.0125253;1.31708e-005;-5.83575e-005;1.89047e-006
0.0116604;1.28333e-005;-6.75349e-005;1.4059e-006
0.0107931;1.25042e-005;-7.5496e-005;9.48446e-007
0.00992518;1.21835e-005;-8.22542e-005;5.18902e-007
0.00905832;1.1871e-005;-8.78325e-005;1.17849e-007
0.00819422;1.15667e-005;-9.22624e-005;-2.54357e-007
0.00733451;1.12704e-005;-9.55836e-005;-5.97561e-007
0.00648077;1.0982e-005;-9.90556e-005;-9.11798e-007
0.00563454;1.07014e-005;-0.000105943;-1.19728e-006
0.0047973;1.04285e-005;-0.000111572;-1.45437e-006
0.00397048;1.01629e-005;-0.000115958;-1.68359e-006
0.00315546;9.90468e-006;-0.000119088;-1.88559e-006
0.00235355;9.65356e-006;-0.000120961;-2.06114e-006
0.00156603;9.40938e-006;-0.000121589;-2.21111e-006
0.000794089;9.17196e-006;-0.000120995;-2.33648e-006
3.88798e-005;8.94112e-006;-0.000119213;-2.43829e-006
-0.000698512;8.71668e-006;-0.000116288;-2.51764e-006
-0.00141706;8.49845e-006;-0.000103439;-2.57572e-006
-0.0021158;8.28625e-006;-8.90425e-005;-2.61373e-006
-0.00279384;8.07989e-006;-7.41981e-005;-2.54231e-006
-0.00345033;7.87919e-006;-5.92021e-005;-2.39731e-006
-0.00408449;7.68396e-006;-4.43442e-005;-2.24535e-006
-0.0046956;7.49404e-006;-3.6395e-005;-2.08856e-006
-0.00528302;7.30923e-006;-2.90866e-005;-1.92924e-006
-0.00584616;7.12938e-006;-2.20188e-005;-1.7694e-006
-0.00638447;6.95431e-006;-1.52412e-005;-1.61084e-006
-0.0068975;6.78387e-006;-8.7932e-006;-1.45509e-006
-0.00738484;6.61789e-006;-2.70866e-006;-1.30347e-006
-0.00784614;6.45623e-006;2.98409e-006;-1.15707e-006
-0.0082811;6.29874e-006;8.26216e-006;-1.12887e-006
-0.00868951;6.14527e-006;1.31077e-005;-1.18291e-006
-0.00907118;5.9957e-006;1.7508e-005;-1.22924e-006
-0.009426;5.84988e-006;2.14547e-005;-1.2683e-006
-0.00975392;5.70771e-006;2.49445e-005;-1.3005e-006
-0.0100549;5.56906e-006;2.7978e-005;-1.32618e-006
-0.0103291;5.43381e-006;3.05598e-005;-1.34568e-006
-0.0105764;5.30187e-006;3.26981e-005;-1.35929e-006
-0.0107972;5.17313e-006;3.44045e-005;-1.3673e-006
-0.0109915;5.04748e-006;3.56935e-005;-1.36997e-006
-0.0111596;4.92485e-006;3.65824e-005;-1.32793e-006
-0.0113019;4.80515e-006;3.70908e-005;-1.24123e-006
-0.0114186;4.68828e-006;3.79625e-005;-1.15361e-006
-0.0115101;4.57418e-006;4.20055e-005;-1.06539e-006
-0.0115769;4.46276e-006;4.54359e-005;-9.77171e-007
-0.0116193;4.35397e-006;4.82567e-005;-8.89481e-007
-0.011638;4.24773e-006;5.04412e-005;-8.02823e-007
-0.0116333;4.14397e-006;5.19692e-005;-7.17651e-007
-0.011606;4.04265e-006;5.28276e-005;-6.34377e-007
-0.0115565;3.94369e-006;5.30101e-005;-5.5337e-007
-0.0114855;3.84705e-006;5.2518e-005;-4.74959e-007
-0.0113936;3.75268e-006;4.75531e-005;-3.99434e-007
-0.0112816;3.66052e-006;3.81588e-005;-3.27043e-007
-0.01115;3.57052e-006;2.85074e-005;-2.57999e-007
-0.0109997;3.48264e-006;1.87818e-005;-1.92478e-007
-0.0108314;3.39683e-006;1.24857e-005;-1.3062e-007
-0.0106458;3.31306e-006;9.27264e-006;-7.25344e-008
-0.0104436;3.23127e-006;6.17143e-006;-1.82984e-008
-0.0102258;3.15143e-006;3.22803e-006;3.20399e-008
-0.00999309;3.07349e-006;4.57267e-007;7.84601e-008
-0.00974626;2.99742e-006;-2.12843e-006;1.20967e-007
-0.00948615;2.92318e-006;-4.51911e-006;1.59589e-007
-0.00921358;2.85073e-006;-6.70716e-006;1.94377e-007
-0.00892939;2.78004e-006;-8.68728e-006;2.254e-007
-0.0086344;2.71106e-006;-1.04563e-005;2.52747e-007
-0.00832946;2.64377e-006;-1.20133e-005;2.76521e-007
-0.00801539;2.57812e-006;-1.33589e-005;2.96841e-007
-0.00769302;2.51408e-006;-1.4496e-005;3.13837e-007
-0.0073632;2.45162e-006;-1.54287e-005;3.2765e-007
-0.00702674;2.39071e-006;-1.61628e-005;3.38432e-007
-0.00668446;2.3313e-006;-1.67056e-005;3.46339e-007
-0.00633716;2.27337e-006;-1.74608e-005;3.51536e-007
-0.00598566;2.21688e-006;-1.86182e-005;3.54192e-007
-0.00563074;2.1618e-006;-1.95574e-005;3.54477e-007
-0.00527317;2.1081e-006;-2.028e-005;3.52564e-007
-0.00491373;2.05574e-006;-2.0784e-005;3.4863e-007
-0.00455316;2.00469e-006;-2.10697e-005;3.42845e-007
-0.00419219;1.95493e-006;-2.11394e-005;3.35384e-007
-0.00383155;1.90642e-006;-2.09975e-005;3.26415e-007
-0.00347193;1.85913e-006;-2.06503e-005;3.17883e-007
-0.00311402;1.81303e-006;-1.99527e-005;3.19938e-007
-0.00275847;1.7681e-006;-1.75307e-005;3.22233e-007
-0.00240594;1.72429e-006;-1.50105e-005;3.24451e-007
-0.00205704;1.68159e-006;-1.24198e-005;3.26291e-007
-0.00171236;1.63997e-006;-9.81254e-006;3.27532e-007
-0.00137249;1.59939e-006;-7.37987e-006;3.28018e-007
-0.00103798;1.55984e-006;-6.0904e-006;3.27653e-007
-0.000709357;1.52128e-006;-4.82581e-006;3.26392e-007
-0.000387128;1.48369e-006;-3.60539e-006;2.86327e-007
-7.17743e-005;1.44704e-006;-2.43676e-006;2.34892e-007
0.000236249;1.41132e-006;-1.3266e-006;1.87268e-007
0.00053651;1.37648e-006;-2.80635e-007;1.45059e-007
0.000828604;1.34252e-006;6.96382e-007;1.10218e-007
0.00111215;1.30941e-006;1.60061e-006;9.15939e-008
0.0013868;1.27713e-006;2.42912e-006;7.42431e-008
0.00165221;1.24565e-006;3.17982e-006;5.77129e-008
0.0019081;1.21495e-006;3.85146e-006;4.20476e-008
0.00215418;1.18501e-006;4.44357e-006;2.72796e-008
0.00239019;1.15582e-006;4.95639e-006;1.34331e-008
0.00261593;1.12735e-006;5.39086e-006;5.25166e-010
0.00283118;1.09959e-006;5.74853e-006;-1.14343e-008
0.00303578;1.07251e-006;6.0315e-006;-2.24418e-008
0.00322956;1.0461e-006;6.2424e-006;-3.25002e-008
0.00341242;1.02034e-006;6.38431e-006;-4.16178e-008
0.00358425;9.9522e-007;6.4607e-006;-4.9808e-008
0.00374497;9.70713e-007;6.7441e-006;-5.7089e-008
0.00389453;9.46809e-007;7.42721e-006;-6.34833e-008
0.00403291;9.23492e-007;8.00404e-006;-6.9017e-008
0.00416009;9.00747e-007;8.47388e-006;-7.37198e-008
0.00427609;8.7856e-007;8.83228e-006;-7.7624e-008
0.00438095;8.56916e-007;9.07597e-006;-8.07647e-008
0.00447473;8.35802e-007;9.20287e-006;-8.31789e-008
0.0045575;8.15206e-007;9.21216e-006;-8.49054e-008
0.00462937;7.95113e-007;9.1043e-006;-8.59844e-008
0.00469044;7.75512e-007;7.9635e-006;-8.20614e-008
0.00474086;7.5639e-007;6.31969e-006;-7.72444e-008
0.00478079;7.37736e-007;4.634e-006;-7.22128e-008
0.00481038;7.19539e-007;2.94493e-006;-6.70442e-008
0.00482983;7.01787e-007;2.0632e-006;-6.18114e-008
0.00483934;6.8447e-007;1.50685e-006;-5.65786e-008
0.00483912;6.67576e-007;9.7256e-007;-5.14019e-008
0.00482941;6.51097e-007;4.66236e-007;-4.63297e-008
0.00481046;6.35021e-007;-9.61912e-009;-4.14031e-008
0.00478251;6.19339e-007;-4.52922e-007;-3.66565e-008
0.00474583;6.04041e-007;-8.62018e-007;-3.75987e-008
0.00470071;5.89119e-007;-1.23566e-006;-3.92999e-008
0.00464743;5.74564e-007;-1.57301e-006;-4.07526e-008
0.00458629;5.60366e-007;-1.87358e-006;-4.19709e-008
0.0045176;5.46517e-007;-2.13726e-006;-4.29673e-008
0.00444167;5.33008e-007;-2.36426e-006;-4.37533e-008
0.00435882;5.19832e-007;-2.55509e-006;-4.43392e-008
0.00426937;5.0698e-007;-2.71056e-006;-4.47349e-008
0.00417367;4.94445e-007;-2.83173e-006;-4.49492e-008
0.00407204;4.82219e-007;-2.91986e-006;-4.49905e-008
0.00396483;4.70295e-007;-3.07855e-006;-4.28464e-008
0.00385237;4.58665e-007;-3.27248e-006;-3.99936e-008
0.00373502;4.47322e-007;-3.42861e-006;-3.71108e-008
0.00361312;4.36259e-007;-3.54698e-006;-3.42136e-008
0.00348701;4.25469e-007;-3.62732e-006;-3.1321e-008
0.00335705;4.14947e-007;-3.66972e-006;-2.84503e-008
0.00322358;4.04684e-007;-3.67468e-006;-2.56174e-008
0.00308694;3.94676e-007;-3.64302e-006;-2.28369e-008
0.00294748;3.84915e-007;-3.57591e-006;-2.0122e-008
0.00280554;3.75395e-007;-3.39049e-006;-1.74845e-008
0.00266145;3.66112e-007;-2.96561e-006;-1.49347e-008
0.00251556;3.57058e-007;-2.52449e-006;-1.24819e-008
0.00236818;3.48229e-007;-2.07295e-006;-1.01339e-008
0.00221965;3.39618e-007;-1.62021e-006;-7.89734e-009
0.00207028;3.3122e-007;-1.24057e-006;-5.7777e-009
0.00192039;3.23031e-007;-1.01696e-006;-3.77934e-009
0.00177028;3.15044e-007;-7.98385e-007;-1.90553e-009
0.00162025;3.07255e-007;-5.87751e-007;-1.58565e-010
0.00147059;2.99659e-007;-3.86355e-007;1.46022e-009
0.0013216;2.92251e-007;-1.95329e-007;2.95037e-009
0.00117354;2.85027e-007;-1.56355e-008;4.31225e-009
0.00102668;2.77981e-007;1.51928e-007;5.547e-009
0.000881293;2.7111e-007;3.06723e-007;6.65644e-009
0.000737617;2.64409e-007;4.48269e-007;7.64302e-009
0.000595898;2.57873e-007;5.76231e-007;8.50977e-009
0.000456366;2.51499e-007;6.90417e-007;9.26022e-009
0.000319245;2.45283e-007;7.9077e-007;9.89838e-009
0.000184747;2.39221e-007;8.77356e-007;1.04286e-008
5.30719e-005;2.33308e-007;9.50358e-007;1.08557e-008
-7.55872e-005;2.27542e-007;1.01006e-006;1.11845e-008
-0.00020105;2.21918e-007;1.05686e-006;1.14205e-008
-0.000323145;2.16433e-007;1.09122e-006;1.15688e-008
-0.000441713;2.11083e-007;1.11369e-006;1.16352e-008
-0.000556604;2.05866e-007;1.12488e-006;1.16253e-008
-0.000667681;2.00777e-007;1.1968e-006;1.15448e-008
-0.000774816;1.95814e-007;1.31208e-006;1.13994e-008
-0.000877892;1.90973e-007;1.40893e-006;1.11947e-008
